Date,Sales,rolling_mean,rolling_std,log_sales,year,month,dayofweek
07-05-2016,305.622,1286.636683,1232.061159,5.725615719,2016,5,5
08-05-2016,3981.968,1412.678417,1308.200368,8.289782549,2016,5,6
09-05-2016,48.81,1404.331417,1316.323448,3.908215767,2016,5,0
10-05-2016,154.442,1359.992883,1335.784915,5.046272672,2016,5,1
11-05-2016,191.968,1267.25655,1316.295663,5.262524372,2016,5,2
12-05-2016,1060.35,1297.93475,1299.738321,6.967296962,2016,5,3
13-05-2016,238.384,1275.633017,1312.34863,5.478068957,2016,5,4
14-05-2016,3141.1995,1355.073267,1351.481593,8.052678311,2016,5,5
15-05-2016,69.908,1351.752133,1354.614169,4.261383262,2016,5,6
16-05-2016,255.968,1316.0062,1369.322368,5.548951564,2016,5,0
17-05-2016,47.368,1211.162533,1340.792981,3.878838438,2016,5,1
18-05-2016,10.86,1210.350933,1341.53651,2.473171394,2016,5,2
20-05-2016,169.544,1077.27,1232.208309,5.138993328,2016,5,4
21-05-2016,72.332,988.1775333,1203.756786,4.294997076,2016,5,5
22-05-2016,3862.098,1050.015467,1301.572853,8.259224731,2016,5,6
23-05-2016,1304.956,1082.515333,1295.130035,7.174690619,2016,5,0
24-05-2016,610.307,1063.0347,1297.776574,6.415599288,2016,5,1
25-05-2016,1739.418,1091.245633,1303.142548,7.461880593,2016,5,2
26-05-2016,982.564,1118.900567,1291.29232,6.891182709,2016,5,3
28-05-2016,794.146,1144.505767,1276.403663,6.678525746,2016,5,5
29-05-2016,1119.786,1151.133767,1275.718827,7.021785504,2016,5,6
30-05-2016,681.1,1104.166917,1265.856457,6.525176275,2016,5,0
31-05-2016,5178.138,1186.118517,1441.449835,8.552393912,2016,5,1
01-06-2016,834.198,1079.11305,1337.346038,6.727668822,2016,6,2
04-06-2016,1192.31,1118.591117,1322.028805,7.084486237,2016,6,5
05-06-2016,1533.198,1117.307883,1321.592443,7.335763048,2016,6,6
07-06-2016,59.768,1104.268817,1330.29469,4.107063335,2016,6,1
08-06-2016,145.504,1103.54455,1330.828251,4.987052732,2016,6,2
09-06-2016,797.116,1056.823083,1315.56892,6.68225395,2016,6,3
11-06-2016,3373.564,1131.896483,1381.964726,8.12402141,2016,6,5
12-06-2016,174.476,1127.52495,1384.872953,5.167502281,2016,6,6
13-06-2016,1128.898,1032.422617,1275.757286,7.029882642,2016,6,0
14-06-2016,51.072,1032.498017,1275.697213,3.952627376,2016,6,1
15-06-2016,734.144,1051.821417,1266.294199,6.600066398,2016,6,2
16-06-2016,3443.904,1160.219283,1327.841614,8.144651317,2016,6,3
18-06-2016,1883.087,1187.64385,1334.188864,7.541198632,2016,6,5
19-06-2016,446.346,1194.575917,1329.619138,6.103332344,2016,6,6
20-06-2016,829.544,1117.520733,1278.934152,6.722080908,2016,6,0
21-06-2016,107.976,1118.789667,1277.877337,4.691127674,2016,6,1
22-06-2016,2018.953,1177.555833,1277.367621,7.610829523,2016,6,2
23-06-2016,836.958,1203.8755,1261.311219,6.73096798,2016,6,3
25-06-2016,857.08,1232.082833,1243.041116,6.754697335,2016,6,5
26-06-2016,1592.196,1279.504567,1228.155518,7.373497341,2016,6,6
28-06-2016,1126.156,1314.632033,1207.331703,7.027452925,2016,6,1
29-06-2016,432.926,1200.3263,1116.764014,6.072874013,2016,6,2
02-07-2016,1631.902,1211.2245,1119.412424,7.398114079,2016,7,5
03-07-2016,823.982,1218.347,1116.132085,6.715361568,2016,7,6
04-07-2016,1138.288,1198.309333,1111.842573,7.038158785,2016,7,0
05-07-2016,121.646,1169.612067,1128.587387,4.809302157,2016,7,1
06-07-2016,1379.812,1189.134267,1126.932837,7.230427011,2016,7,2
08-07-2016,21.12,1152.512067,1146.938407,3.096482177,2016,7,4
09-07-2016,1587.114,1182.712533,1146.025381,7.370302428,2016,7,5
10-07-2016,43.286,1011.5508,881.6878212,3.7906686,2016,7,6
11-07-2016,1941.952,1048.475933,897.066434,7.571963745,2016,7,0
12-07-2016,2052.567,1077.151167,915.3849762,7.62733356,2016,7,1
13-07-2016,2033.256,1093.819767,928.4355112,7.617885429,2016,7,2
14-07-2016,860.916,1120.5247,908.9852045,6.759157818,2016,7,3
16-07-2016,3029.386,1216.6541,953.7083558,8.016445283,2016,7,5
17-07-2016,448.082,1205.019633,961.10316,6.107205499,2016,7,6
18-07-2016,525.72,1110.0915,876.4422999,6.266669098,2016,7,0
19-07-2016,2.025,1104.343133,883.3288477,1.106911091,2016,7,1
20-07-2016,2693.168,1156.485467,929.7760681,7.898844716,2016,7,2
23-07-2016,208.272,1161.725467,923.7548691,5.343634841,2016,7,5
24-07-2016,525.95,1154.785667,927.8508426,6.267105667,2016,7,6
25-07-2016,2395.024,1119.823,855.5652524,7.781565976,2016,7,0
26-07-2016,958.857,1089.015333,843.6911897,6.866784315,2016,7,1
27-07-2016,29.97,1075.136133,857.9326407,3.433018994,2016,7,2
30-07-2016,443.802,1062.278067,864.6049817,6.097629239,2016,7,5
31-07-2016,3712.162,1182.4176,971.2576039,8.219639084,2016,7,6
01-08-2016,1011.696,1148.842367,958.6706702,6.92037136,2016,8,0
02-08-2016,1290.478,1163.9597,957.1575546,7.163542578,2016,8,1
05-08-2016,72.65,1137.812033,976.3520712,4.299324143,2016,8,4
06-08-2016,494.8692,1101.234473,979.2926863,6.206312182,2016,8,5
07-08-2016,968.206,1095.969473,979.5786337,6.87647718,2016,8,6
08-08-2016,760.112,1106.875673,973.7460535,6.634780522,2016,8,0
09-08-2016,4878.392,1215.092007,1190.401547,8.492775901,2016,8,1
10-08-2016,851.474,1216.008407,1190.100623,6.74814271,2016,8,2
11-08-2016,196.112,1184.60254,1204.566078,5.283772095,2016,8,3
13-08-2016,586.896,1200.110873,1193.351769,6.376550062,2016,8,5
15-08-2016,497.59,1170.703473,1199.624426,6.211784115,2016,8,0
16-08-2016,3378.932,1282.63054,1244.474202,8.12561087,2016,8,1
17-08-2016,381.64,1242.448073,1253.730983,5.947094599,2016,8,2
21-08-2016,2827.52,1335.255873,1264.903767,7.947508886,2016,8,6
22-08-2016,66.632,1272.745207,1280.1342,4.214081244,2016,8,0
23-08-2016,1202.278,1244.40224,1271.657992,7.092804778,2016,8,1
24-08-2016,7194.775,1416.452873,1669.120257,8.881249327,2016,8,2
25-08-2016,178.526,1393.70654,1681.555421,5.190320044,2016,8,3
27-08-2016,639.974,1314.059473,1657.829763,6.462988894,2016,8,5
28-08-2016,6491.293,1515.49984,1898.638982,8.77837106,2016,8,6
29-08-2016,246.5,1506.192507,1904.334142,5.511410582,2016,8,0
31-08-2016,2601.797,1592.851573,1892.641856,7.864341915,2016,8,2
01-09-2016,2367.564,1581.998107,1887.039753,7.770039143,2016,9,3
03-09-2016,1874.898,1637.552307,1869.655424,7.536842757,2016,9,5
04-09-2016,1071.284,1655.730107,1861.106622,6.977546232,2016,9,6
05-09-2016,934.103,1607.03274,1860.20823,6.840656684,2016,9,0
06-09-2016,919.674,1605.72664,1860.692716,6.825106011,2016,9,1
07-09-2016,2922.667,1702.149873,1851.146372,7.980593929,2016,9,2
08-09-2016,89.64,1690.344473,1860.553418,4.506895617,2016,9,3
10-09-2016,1415.726,1613.796607,1821.329502,7.256103855,2016,9,5
11-09-2016,1962.13,1645.47774,1818.759464,7.582295417,2016,9,6
12-09-2016,707.824,1626.05594,1825.778504,6.563607259,2016,9,0
13-09-2016,2109.42,1693.948273,1803.758881,7.654642259,2016,9,1
14-09-2016,3262.42,1786.199967,1811.075491,8.090531004,2016,9,2
15-09-2016,2535.85,1838.454767,1809.27479,7.838678433,2016,9,3
16-09-2016,31.12,1814.155033,1829.044449,3.469478889,2016,9,4
17-09-2016,11525.006,2035.708833,2494.512598,9.352361153,2016,9,5
18-09-2016,3924.32,2138.137033,2507.264576,8.275203156,2016,9,6
19-09-2016,500.38,2148.2793,2499.74202,6.217364297,2016,9,0
20-09-2016,1836.052,2189.917833,2483.18587,7.515917392,2016,9,1
21-09-2016,6982.058,2406.066767,2609.790406,8.851242209,2016,9,2
22-09-2016,1783.504,2352.885833,2605.534191,7.486895784,2016,9,3
24-09-2016,4180.614,2479.5183,2598.734114,8.338452575,2016,9,5
25-09-2016,3033.757,2486.392867,2599.958941,8.017886634,2016,9,6
26-09-2016,3722.273,2608.247567,2568.11019,8.222358399,2016,9,0
27-09-2016,2382.958,2647.603567,2554.833462,7.776517411,2016,9,1
28-09-2016,1058.364,2443.056533,2420.328962,6.965424007,2016,9,2
01-10-2016,1158.414,2475.719467,2395.196185,7.055669984,2016,10,5
02-10-2016,1269.266,2496.695867,2381.280056,7.146981606,2016,10,6
03-10-2016,275.218,2289.493367,2290.418707,5.621190409,2016,10,0
04-10-2016,505.58,2298.129367,2282.926173,6.227682258,2016,10,1
05-10-2016,851.092,2239.772533,2297.227286,6.747694502,2016,10,2
08-10-2016,222.12,2168.257733,2326.322412,5.407709743,2016,10,5
09-10-2016,2133.535,2176.878967,2325.676905,7.666004103,2016,10,6
10-10-2016,1855.008,2203.0031,2317.215969,7.526183224,2016,10,0
11-10-2016,1011.8955,2205.596183,2315.790128,6.92056834,2016,10,1
12-10-2016,2390.758,2254.632317,2303.162641,7.779783939,2016,10,2
13-10-2016,371.66,2169.59875,2324.639976,5.920666476,2016,10,3
15-10-2016,3219.554,2273.929217,2298.156771,8.077308673,2016,10,5
16-10-2016,824.97,2254.23735,2308.272595,6.716558453,2016,10,6
17-10-2016,77.88,2191.429017,2341.885527,4.36792771,2016,10,0
18-10-2016,378.494,2180.45135,2349.838153,5.938838786,2016,10,1
19-10-2016,2135.09,2181.307017,2349.81607,7.666732334,2016,10,2
20-10-2016,720.086,2096.56255,2355.319322,6.580758409,2016,10,3
22-10-2016,15.128,2012.538483,2383.896688,2.780556892,2016,10,5
23-10-2016,2262.296,2086.911017,2354.572664,7.724577437,2016,10,6
24-10-2016,831.145,1730.448983,1547.67586,6.724006704,2016,10,0
25-10-2016,1425.412,1647.15205,1491.765242,7.262917479,2016,10,1
26-10-2016,1395.333,1676.983817,1476.916304,7.241604794,2016,10,2
28-10-2016,104.51,1619.26575,1504.070354,4.658805735,2016,10,4
29-10-2016,244.24,1394.671817,1132.931554,5.502237323,2016,10,5
30-10-2016,2122.044,1405.956483,1138.609903,7.660606187,2016,10,6
31-10-2016,3211.009,1373.636317,1068.752016,8.074651877,2016,10,0
01-11-2016,3106.106,1376.04795,1072.701574,8.041447025,2016,11,1
02-11-2016,5528.551,1436.257217,1245.678409,8.617861898,2016,11,2
03-11-2016,2800.846,1450.186817,1258.896142,7.938033765,2016,11,3
05-11-2016,834.874,1442.73715,1261.952308,6.728477884,2016,11,5
06-11-2016,11.481,1404.50605,1287.968076,2.524207488,2016,11,6
07-11-2016,2357.873,1440.79295,1299.311591,7.765939242,2016,11,0
08-11-2016,7792.097,1691.355583,1722.619866,8.960993621,2016,11,1
09-11-2016,4620.292,1828.51265,1787.537314,8.438429599,2016,11,2
10-11-2016,3536.904,1918.039717,1804.077727,8.17128974,2016,11,3
11-11-2016,542.178,1928.708317,1794.624484,6.297437075,2016,11,4
12-11-2016,1127.992,1895.190217,1800.049069,7.029080478,2016,11,5
13-11-2016,2867.9132,1928.953723,1808.74789,7.961688561,2016,11,6
14-11-2016,2512.71,1978.980873,1803.255611,7.829515028,2016,11,0
15-11-2016,702.17,1922.694607,1816.265916,6.555598683,2016,11,1
16-11-2016,4072.334,2046.050407,1832.885195,8.312217108,2016,11,2
17-11-2016,3885.986,2068.264807,1851.541985,8.265389329,2016,11,3
19-11-2016,1040.784,2075.458607,1846.958415,6.948689907,2016,11,5
20-11-2016,2861.15,2168.234273,1812.74394,7.95932837,2016,11,6
21-11-2016,3613.5748,2276.0703,1798.775042,8.192729507,2016,11,0
22-11-2016,614.499,2225.383933,1824.129725,6.422433321,2016,11,1
23-11-2016,3450.188,2316.387333,1814.518108,8.146473799,2016,11,2
24-11-2016,1218.764,2356.508533,1774.751018,7.106412676,2016,11,3
25-11-2016,13.12,2281.536,1825.645483,2.647592232,2016,11,4
26-11-2016,1484.082,2303.300567,1811.596262,7.303225269,2016,11,5
27-11-2016,3109.7835,2359.446283,1809.550388,8.042629903,2016,11,6
28-11-2016,1864.482,2375.084583,1802.946287,7.531274744,2016,11,0
29-11-2016,2760.168,2463.606517,1752.097663,7.923409058,2016,11,1
30-11-2016,1798.397,2515.41175,1706.599189,7.495206888,2016,11,2
01-12-2016,7130.594,2682.363417,1900.734215,8.872290051,2016,12,3
03-12-2016,1972.645,2641.084617,1902.303885,7.587637366,2016,12,5
04-12-2016,5185.814,2710.408217,1956.944064,8.553874915,2016,12,6
05-12-2016,897.322,2556.033917,1909.049972,6.800528579,2016,12,0
06-12-2016,6061.502,2664.72245,2013.434702,8.709877865,2016,12,1
07-12-2016,1338.298,2681.50325,1999.709189,7.199900875,2016,12,2
08-12-2016,2672.728,2770.211483,1935.166856,7.891229032,2016,12,3
09-12-2016,34.02,2692.749717,1997.739784,3.555919327,2016,12,4
10-12-2016,3080.38,2535.692483,1753.271507,8.033132828,2016,12,5
11-12-2016,1590.894,2434.71255,1715.909822,7.372679781,2016,12,6
12-12-2016,1448.854,2365.110883,1712.004354,7.279218141,2016,12,0
13-12-2016,1023.386,2381.15115,1696.520079,6.931848688,2016,12,1
14-12-2016,488.744,2359.842883,1716.696975,6.193882806,2016,12,2
15-12-2016,5494.796,2447.405643,1808.067983,8.611738715,2016,12,3
16-12-2016,4.98,2363.814643,1862.106148,1.788420568,2016,12,4
17-12-2016,1918.492,2404.35871,1837.761706,7.559815847,2016,12,5
18-12-2016,935.288,2299.79051,1828.808416,6.841923121,2016,12,6
19-12-2016,6120.656,2374.27951,1937.899726,8.719587927,2016,12,0
20-12-2016,1107.464,2376.502177,1936.355163,7.010730552,2016,12,1
21-12-2016,3257.76,2389.72251,1941.126199,8.089102034,2016,12,2
22-12-2016,473.313,2285.047117,1957.454888,6.161867441,2016,12,3
23-12-2016,194.32,2271.04115,1971.274604,5.274639239,2016,12,4
24-12-2016,7484.566,2405.520417,2180.949629,8.920731912,2016,12,5
25-12-2016,4204.968,2505.06055,2193.030268,8.344259748,2016,12,6
26-12-2016,561.486,2523.339417,2173.744281,6.332366245,2016,12,0
27-12-2016,5148.4472,2645.484923,2215.877742,8.546644648,2016,12,1
28-12-2016,79.2,2544.465473,2262.56955,4.384523515,2016,12,2
30-12-2016,3251.34,2590.694073,2262.365178,8.087130016,2016,12,4
31-12-2016,1381.344,2544.733273,2272.785197,7.231535888,2016,12,5
02-01-2017,405.92,2498.317373,2302.576483,6.008616606,2017,1,0
03-01-2017,2095.83,2330.491907,2130.346767,7.648181959,2017,1,1
04-01-2017,1069.22,2300.37774,2141.933461,6.975619514,2017,1,2
05-01-2017,255.904,2136.047407,2101.661792,5.548702474,2017,1,3
07-01-2017,83.576,2108.92254,2123.340015,4.437650538,2017,1,5
08-01-2017,1859.158,1968.844407,1987.889656,7.528416709,2017,1,6
09-01-2017,743.046,1949.002673,1997.348547,6.612102861,2017,1,0
10-01-2017,174.75,1865.73674,2018.097714,5.169062531,2017,1,1
11-01-2017,149.444,1869.584207,2014.592143,5.013590922,2017,1,2
14-01-2017,405.344,1780.41634,2018.349524,6.007200091,2017,1,5
15-01-2017,701.923,1750.783973,2027.73184,6.555247355,2017,1,6
16-01-2017,102.218,1705.896107,2049.435217,4.636843256,2017,1,0
17-01-2017,1040.55,1706.46824,2049.240499,6.948465267,2017,1,1
21-01-2017,1167.056,1729.07864,2039.05817,7.063096107,2017,1,5
22-01-2017,917.63,1576.50644,1915.044447,6.82288343,2017,1,6
23-01-2017,59.99,1578.340107,1913.513538,4.110709916,2017,1,0
24-01-2017,31.36,1515.435707,1932.866577,3.476923092,2017,1,1
25-01-2017,858.712,1512.883173,1933.709515,6.756597449,2017,1,2
28-01-2017,39.68,1310.183973,1743.400268,3.705736571,2017,1,5
30-01-2017,3107.316,1376.845707,1773.358054,8.041836379,2017,1,0
31-01-2017,1601.554,1321.63884,1738.215357,7.379353886,2017,1,1
01-02-2017,161.97,1311.26074,1744.373518,5.093566135,2017,2,2
02-02-2017,8996.784,1604.676207,2224.311301,9.104733604,2017,2,3
03-02-2017,866.4,1384.070673,1929.723992,6.765500231,2017,2,4
04-02-2017,197.868,1250.500673,1865.342648,5.292641288,2017,2,5
05-02-2017,2994.476,1331.60034,1887.115904,8.004858429,2017,2,6
06-02-2017,132.224,1164.3929,1754.859465,4.892031922,2017,2,0
07-02-2017,762.142,1187.157633,1744.696749,6.637444121,2017,2,1
08-02-2017,1369.476,1124.428833,1701.210317,7.222913404,2017,2,2
09-02-2017,121.83,1082.445033,1710.169376,4.810801286,2017,2,3
11-02-2017,69.93,1071.245367,1715.843385,4.261693475,2017,2,5
12-02-2017,1366.04,1046.919033,1705.961295,7.220403097,2017,2,6
13-02-2017,146.82,1016.172367,1713.839554,4.995995317,2017,2,0
14-02-2017,837.921,1035.572933,1708.221585,6.732116542,2017,2,1
15-02-2017,407.072,1046.356133,1703.017965,6.011443629,2017,2,2
16-02-2017,1135.638,1022.2388,1696.220042,7.035830061,2017,2,3
19-02-2017,392.66,1010.559267,1699.412059,5.975487593,2017,2,6
20-02-2017,16.496,1005.284133,1702.339048,2.861972283,2017,2,0
21-02-2017,1524.126,1051.106867,1697.000718,7.329832309,2017,2,1
22-02-2017,983.17,1070.367733,1692.692285,6.891798646,2017,2,2
23-02-2017,57.576,1048.8895,1701.59321,4.070325056,2017,2,3
25-02-2017,46.72,1047.039567,1702.687716,3.865350597,2017,2,5
27-02-2017,243.892,1020.4843,1708.993116,5.500817297,2017,2,0
28-02-2017,147.584,986.5019,1716.099168,5.001150455,2017,2,1
01-03-2017,6285.806,1165.4411,1969.790797,8.746208431,2017,3,2
03-03-2017,7264.422,1405.588833,2249.656032,8.890881661,2017,3,4
04-03-2017,315.45,1415.0585,2244.263362,5.757165251,2017,3,5
05-03-2017,162.344,1391.846233,2253.797034,5.095858406,2017,3,6
06-03-2017,811.303,1417.567,2242.206897,6.699873423,2017,3,0
07-03-2017,21.072,1314.6922,2232.786346,3.094309837,2017,3,1
08-03-2017,2190.81,1334.334067,2237.982695,7.692482965,2017,3,2
09-03-2017,635.6,1350.121733,2231.087133,6.456141515,2017,3,3
10-03-2017,7879.734,1312.886733,2104.818308,8.972176326,2017,3,4
11-03-2017,896.022,1313.874133,2104.60857,6.799080388,2017,3,5
12-03-2017,1694.642,1363.7666,2094.959274,7.435816709,2017,3,6
13-03-2017,8866.882,1559.513467,2489.736165,9.090191264,2017,3,0
14-03-2017,669.368,1577.418267,2481.034165,6.507826815,2017,3,1
15-03-2017,1805.992,1612.213267,2476.52172,7.499418863,2017,3,2
17-03-2017,2360.334,1645.241867,2479.778019,7.766981993,2017,3,4
18-03-2017,1061.682,1676.570267,2465.765503,6.96855118,2017,3,5
19-03-2017,138.68,1678.861933,2464.252296,4.939354092,2017,3,6
20-03-2017,928.311,1664.270967,2467.462219,6.834443451,2017,3,0
21-03-2017,645.706,1680.9005,2458.547687,6.471891786,2017,3,1
22-03-2017,226.468,1660.518733,2468.292318,5.427009569,2017,3,2
24-03-2017,745.774,1671.8088,2463.130524,6.615762596,2017,3,4
25-03-2017,1346.97,1678.8532,2461.846096,7.206355036,2017,3,5
26-03-2017,682.246,1688.506067,2457.19238,6.52685497,2017,3,6
27-03-2017,92.7,1691.0462,2455.443096,4.540098189,2017,3,0
28-03-2017,125.3,1644.418667,2471.948123,4.838660029,2017,3,1
29-03-2017,2659.339,1700.290967,2475.427237,7.886208837,2017,3,2
30-03-2017,11.34,1698.749767,2476.49942,2.512846018,2017,3,3
31-03-2017,640.762,1718.551167,2465.183806,6.464217518,2017,3,4
01-04-2017,2161.48,1782.470767,2450.445418,7.67901099,2017,4,5
02-04-2017,1454.9,1826.047967,2431.923308,7.283379545,2017,4,6
03-04-2017,441.198,1631.2277,2292.43883,6.091757746,2017,4,0
04-04-2017,970.194,1421.4201,2032.380196,6.878526242,2017,4,1
05-04-2017,1046.334,1445.7829,2023.024553,6.954003167,2017,4,2
07-04-2017,1900.302,1503.714833,2009.845687,7.550294194,2017,4,4
08-04-2017,2906.404,1573.551533,2021.323386,7.975015866,2017,4,5
09-04-2017,1115.197,1610.022367,2002.125519,7.017682651,2017,4,6
10-04-2017,950.594,1568.681833,2002.523852,6.858138473,2017,4,0
12-04-2017,1542.53,1598.912833,1994.782646,7.34182728,2017,4,2
13-04-2017,6.12,1336.459033,1623.293702,1.962907725,2017,4,3
14-04-2017,1466.572,1355.477367,1621.296677,7.291364614,2017,4,4
15-04-2017,2201.856,1372.3845,1627.587947,7.697509979,2017,4,5
16-04-2017,9335.086,1387.9913,1702.453082,9.141642386,2017,4,6
17-04-2017,421.085,1379.7152,1706.66525,6.045206716,2017,4,0
18-04-2017,2514.538,1403.3334,1717.635286,7.830241976,2017,4,1
19-04-2017,1414.132,1371.793333,1708.117349,7.254978092,2017,4,2
21-04-2017,271.616,1345.4578,1719.118617,5.608064212,2017,4,4
22-04-2017,1765.465,1399.683967,1705.342263,7.476735653,2017,4,5
23-04-2017,720.368,1392.752533,1707.745148,6.581149409,2017,4,6
24-04-2017,1607.1,1424.799,1702.254775,7.382808637,2017,4,0
25-04-2017,108.42,1420.864067,1705.254154,4.695193689,2017,4,1
26-04-2017,434.646,1410.493133,1710.439679,6.076829987,2017,4,2
28-04-2017,486.672,1381.816533,1718.733022,6.189643049,2017,4,4
30-04-2017,142.208,1363.815267,1729.109417,4.964298119,2017,4,6
01-05-2017,517.866,1377.987467,1720.050445,6.251645661,2017,5,0
02-05-2017,767.316,1399.388,1707.878163,6.644201107,2017,5,1
03-05-2017,1099.013,1347.377133,1691.868804,7.003077277,2017,5,2
05-05-2017,2701.28,1437.0418,1689.899473,7.90185114,2017,5,4
06-05-2017,236.96,1423.581733,1698.049045,5.472102592,2017,5,5
07-05-2017,4835.976,1512.7316,1804.966864,8.484045011,2017,5,6
08-05-2017,1340.244,1508.909733,1805.214911,7.20135282,2017,5,0
09-05-2017,1283.512,1536.986867,1794.554708,7.158134159,2017,5,1
10-05-2017,763.02,1530.081067,1797.207712,6.638593967,2017,5,2
11-05-2017,5.98,1495.4026,1816.794318,1.943048917,2017,5,3
12-05-2017,918.878,1462.688467,1818.087635,6.824241053,2017,5,4
14-05-2017,455.93,1381.006,1805.995037,6.124530206,2017,5,6
15-05-2017,648.912,1365.463167,1810.362737,6.476836969,2017,5,0
16-05-2017,880.46,1363.125367,1810.962134,6.781579624,2017,5,1
17-05-2017,346.922,1323.271767,1820.011042,5.851978317,2017,5,2
18-05-2017,122.22,1327.141767,1817.235043,4.813971376,2017,5,3
19-05-2017,1582.008,1330.989633,1817.662621,7.367082114,2017,5,4
20-05-2017,2471.913,1339.991533,1822.785776,7.813152087,2017,5,5
21-05-2017,2718.214,1119.429133,1064.674469,7.908098147,2017,5,6
22-05-2017,1799.2,1165.3663,1063.233799,7.495653049,2017,5,0
23-05-2017,10560.978,1433.580967,2009.311076,9.26501585,2017,5,1
24-05-2017,277.756,1395.701767,2020.371313,5.630336847,2017,5,2
25-05-2017,1311.97,1430.380233,2009.309981,7.180047026,2017,5,3
26-05-2017,1975.356,1437.3766,2010.881773,7.589010024,2017,5,4
27-05-2017,5305.078,1590.200267,2125.462061,8.576608235,2017,5,5
28-05-2017,2137.324,1607.8744,2127.810659,7.667777624,2017,5,6
29-05-2017,1063.185,1639.6999,2111.689183,6.969964527,2017,5,0
30-05-2017,8090.578,1894.897633,2403.485987,8.998579047,2017,5,1
31-05-2017,438.859,1893.303867,2404.467643,6.086454221,2017,5,2
02-06-2017,157.844,1893.825067,2404.076644,5.067922589,2017,6,4
04-06-2017,2316.523,1953.7803,2390.970962,7.748254222,2017,6,6
05-06-2017,659.82,1950.1971,2392.890134,6.493481488,2017,6,0
06-06-2017,5477.352,2096.141733,2471.416492,8.608559605,2017,6,1
07-06-2017,51.562,2007.8178,2496.267319,3.961993425,2017,6,2
09-06-2017,1688.472,2056.201533,2474.73426,7.432171333,2017,6,4
10-06-2017,1412.396,1942.0822,2420.470337,7.253750598,2017,6,5
11-06-2017,1623.416,1951.521267,2418.593842,7.392903646,2017,6,6
12-06-2017,2962.563,2007.489633,2422.027394,7.99414754,2017,6,0
13-06-2017,430.438,1996.403567,2428.672011,6.067123815,2017,6,1
14-06-2017,3457.099,2111.440867,2412.823658,8.148474295,2017,6,2
15-06-2017,173.488,2086.594533,2429.309232,5.161855971,2017,6,3
16-06-2017,147.275,2076.306033,2437.094616,4.999068658,2017,6,4
17-06-2017,3000.92,2154.7063,2427.404845,8.007007363,2017,6,5
18-06-2017,541.938,2143.422233,2434.30959,6.296995133,2017,6,6
19-06-2017,17.12,2132.428833,2443.429999,2.897016301,2017,6,0
20-06-2017,1229.548,2169.339767,2420.270264,7.115214878,2017,6,1
21-06-2017,577.108,2135.8431,2435.584748,6.359760702,2017,6,2
23-06-2017,2475.094,2135.949133,2435.599953,7.814437598,2017,6,4
24-06-2017,5310.952,2222.373733,2502.066741,8.577714655,2017,6,5
25-06-2017,893.266,2192.175933,2512.794127,6.79600327,2017,6,6
26-06-2017,1919.6,1904.13,1953.407555,7.560392916,2017,6,0
27-06-2017,778.706,1920.828333,1941.127943,6.658916926,2017,6,1
28-06-2017,877.156,1906.334533,1947.443898,6.777824254,2017,6,2
29-06-2017,191.88,1846.885333,1972.327162,5.262068234,2017,6,3
30-06-2017,1352.95,1715.147733,1862.297342,7.210781525,2017,6,4
01-07-2017,1724.376,1701.3828,1860.594625,7.453200277,2017,7,5
02-07-2017,772.786,1691.702833,1864.780129,6.65129535,2017,7,6
03-07-2017,847.7,1450.273567,1424.69401,6.743705767,2017,7,0
04-07-2017,1651.301,1490.6883,1412.155234,7.409924141,2017,7,1
07-07-2017,3882.231,1614.834533,1454.030352,8.264422818,2017,7,4
08-07-2017,2616.512,1624.834167,1460.041508,7.869979527,2017,7,5
09-07-2017,573.286,1621.9497,1462.097767,6.35312753,2017,7,6
10-07-2017,895.895,1469.234467,1272.48788,6.798938798,2017,7,0
12-07-2017,95.76,1470.707733,1270.814408,4.572233686,2017,7,2
14-07-2017,2149.96,1486.090667,1276.322463,7.673669533,2017,7,4
15-07-2017,380.2,1451.684133,1292.191681,5.943324172,2017,7,5
16-07-2017,910.17,1427.909267,1295.480329,6.814729488,2017,7,6
17-07-2017,2184.88,1401.9865,1271.267249,7.689773772,2017,7,0
18-07-2017,2891.858,1484.033833,1285.748806,7.97000022,2017,7,1
19-07-2017,1536.454,1420.012333,1230.757392,7.337883081,2017,7,2
20-07-2017,89.95,1417.227733,1233.765741,4.510309905,2017,7,3
21-07-2017,991.095,1445.355067,1213.263396,6.899818869,2017,7,4
22-07-2017,1368.048,1390.926,1177.16129,7.221870887,2017,7,5
23-07-2017,654.587,1394.680967,1174.536503,6.485531018,2017,7,6
24-07-2017,326.964,1405.0091,1163.314069,5.792903846,2017,7,0
25-07-2017,4979.308,1530.0011,1332.897093,8.513247015,2017,7,1
28-07-2017,2033.374,1578.5433,1323.481743,7.617943434,2017,7,4
29-07-2017,819.154,1523.3453,1319.325561,6.709492128,2017,7,5
30-07-2017,1770.776,1405.339433,1110.692143,7.479737712,2017,7,6
31-07-2017,2174.158,1448.035833,1114.940038,7.684856585,2017,7,0
01-08-2017,1124.648,1421.537433,1112.790673,7.026114149,2017,8,1
02-08-2017,482.584,1411.6667,1119.97949,6.181225033,2017,8,2
03-08-2017,248.82,1390.722167,1136.079439,5.520740659,2017,8,3
04-08-2017,497.91,1400.923167,1126.27533,6.212425719,2017,8,4
05-08-2017,197.05,1362.393167,1147.544001,5.288519524,2017,8,5
06-08-2017,320.388,1315.593567,1160.824572,5.772649116,2017,8,6
