Date,Sales,year,month,dayofweek,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,day,quarter,is_weekend,is_month_start,is_month_end
30-09-2015,987.532,2015,9,2,8109.07,773.44,10662.337,133.436,832.3225,3132.682543,2965.057986,2722.73591,4349.643427,30,3,0,0,1
01-10-2015,4.71,2015,10,3,987.532,490.292,211.96,33.552,121.24,1750.567543,3026.064843,2727.90956,2829.919585,1,4,0,1,0
02-10-2015,598.144,2015,10,4,4.71,8109.07,354.8888,820.523,92.52,1720.9604,3024.0047,2724.025227,2849.71456,2,4,0,0,0
03-10-2015,862.683,2015,10,5,598.144,987.532,1326.79,9338.637,469.436,1755.711143,3008.120486,2740.87936,2831.705911,3,4,1,0,0
04-10-2015,728.748,2015,10,6,862.683,4.71,773.44,5335.968,3254.15,1689.410143,2402.6952,2753.987593,2848.804,4,4,1,0,0
05-10-2015,191.9,2015,10,0,728.748,598.144,490.292,2679.652,22.08,1683.025571,2073.608057,2669.807527,2851.247986,5,4,0,0,0
06-10-2015,494.71,2015,10,1,191.9,862.683,8109.07,1240.266,296.304,1640.398143,1895.911486,2675.468193,2874.190115,6,4,0,0,0
07-10-2015,237.36,2015,10,2,494.71,728.748,987.532,10662.337,100.36,552.6324286,1842.657486,2682.081727,354.0383388,7,4,0,0,0
08-10-2015,147.392,2015,10,3,237.36,191.9,4.71,211.96,3523.875,445.465,1098.016271,2686.648393,311.4278769,8,4,0,0,0
09-10-2015,249.36,2015,10,4,147.392,494.71,598.144,354.8888,14228.428,465.8481429,1093.404271,2574.09896,280.9502241,9,4,0,0,0
10-10-2015,2049.386,2015,10,5,249.36,237.36,862.683,1326.79,4043.588,416.0218571,1085.8665,2108.130027,284.4832982,10,4,1,0,0
11-10-2015,1381.164,2015,10,6,2049.386,147.392,728.748,773.44,1855.228,585.5508571,1137.4805,2041.656627,677.3448353,11,4,1,0,0
12-10-2015,58.53,2015,10,0,1381.164,249.36,191.9,490.292,127.95,678.7531429,1180.889357,2025.854493,742.1213225,12,4,0,0,0
13-10-2015,2212.182,2015,10,1,58.53,2049.386,494.71,8109.07,4904.66,659.7002857,1150.049214,2023.540493,758.2407301,13,4,0,0,0
14-10-2015,4525.484,2015,10,2,2212.182,1381.164,237.36,987.532,1275.408,905.0534286,728.8429286,1933.791227,949.6634978,14,4,0,0,0
15-10-2015,206.724,2015,10,3,4525.484,58.53,147.392,4.71,5023.716,1517.642571,981.5537857,2042.127093,1604.4734,15,4,0,0,0
16-10-2015,194.322,2015,10,4,206.724,2212.182,249.36,598.144,133.436,1526.118571,995.9833571,1881.560693,1596.163491,16,4,0,0,0
17-10-2015,136.068,2015,10,5,194.322,4525.484,2049.386,862.683,33.552,1518.256,967.1389286,1883.590227,1603.619045,17,4,1,0,0
18-10-2015,3134.916,2015,10,6,136.068,206.724,1381.164,728.748,820.523,1244.924857,915.2378571,1887.007427,1660.06724,18,4,1,0,0
19-10-2015,641.104,2015,10,0,3134.916,194.322,58.53,191.9,9338.637,1495.460857,1087.107,1964.15386,1809.653137,19,4,0,0,0
20-10-2015,1501.104,2015,10,1,641.104,136.068,2212.182,494.71,5335.968,1578.685714,1119.193,1674.236093,1744.789269,20,4,0,0,0
21-10-2015,1356.602,2015,10,2,1501.104,3134.916,4525.484,237.36,2679.652,1477.103143,1191.078286,1546.407293,1722.314616,21,4,0,0,0
22-10-2015,223.808,2015,10,3,1356.602,641.104,206.724,147.392,1240.266,1024.405714,1271.024143,1502.305627,1086.704173,22,4,0,0,0
24-10-2015,56.49,2015,10,5,223.808,1501.104,194.322,249.36,10662.337,1026.846286,1276.482429,1468.423693,1084.578825,24,4,1,0,0
25-10-2015,103.882,2015,10,6,56.49,1356.602,136.068,2049.386,211.96,1007.156,1262.706,1114.89546,1103.301716,25,4,1,0,0
26-10-2015,447.88,2015,10,0,103.882,223.808,3134.916,1381.164,354.8888,1002.558,1123.741429,1111.29286,1107.59572,26,4,0,0,0
27-10-2015,22.32,2015,10,1,447.88,56.49,641.104,58.53,1326.79,618.6957143,1057.078286,1114.392567,590.180049,27,4,0,0,0
28-10-2015,1510.582,2015,10,2,22.32,103.882,1501.104,2212.182,773.44,530.298,1054.491857,1070.910233,631.1811297,28,4,0,0,0
29-10-2015,2813.812,2015,10,3,1510.582,447.88,1356.602,4525.484,490.292,531.652,1004.377571,1095.481633,633.6162494,29,4,0,0,0
31-10-2015,5362.026,2015,10,5,2813.812,22.32,223.808,206.724,8109.07,739.8248571,882.1152857,1172.9323,1051.441669,31,4,1,0,1
01-11-2015,4637.816,2015,11,6,5362.026,1510.582,56.49,194.322,987.532,1473.856,1250.351143,1081.364167,1998.334118,1,4,1,1,0
02-11-2015,2126.37,2015,11,0,4637.816,2813.812,103.882,136.068,4.71,2128.331143,1567.743571,1203.0403,2197.096114,2,4,0,0,0
03-11-2015,2784.163,2015,11,1,2126.37,5362.026,447.88,3134.916,598.144,2417.258,1709.908,1273.7623,2011.659614,3,4,0,0,0
04-11-2015,6693.748,2015,11,2,2784.163,4637.816,22.32,641.104,862.683,2751.012714,1684.854214,1346.6296,1814.619819,4,4,0,0,0
05-11-2015,1694.564,2015,11,3,6693.748,2126.37,1510.582,1501.104,728.748,3704.073857,2117.185929,1540.998433,1892.889736,5,4,0,0,0
07-11-2015,1302.454,2015,11,5,1694.564,2784.163,2813.812,1356.602,191.9,3730.357,2131.0045,1573.1923,1858.318103,7,4,1,0,0
08-11-2015,333.576,2015,11,6,1302.454,6693.748,5362.026,223.808,494.71,3514.448714,2127.136786,1610.210767,2059.466782,8,4,1,0,0
09-11-2015,1574.094,2015,11,0,333.576,1694.564,4637.816,56.49,237.36,2796.098714,2134.977357,1604.839633,2181.002938,9,4,0,0,0
10-11-2015,2002.556,2015,11,1,1574.094,1302.454,2126.37,103.882,147.392,2358.424143,2243.377643,1649.397433,2053.497125,10,4,0,0,0
11-11-2015,7836.978,2015,11,2,2002.556,333.576,2784.163,447.88,249.36,2340.736429,2378.997214,1711.236233,2056.360283,11,4,0,0,0
12-11-2015,901.6492,2015,11,3,7836.978,1574.094,6693.748,22.32,2049.386,3062.567143,2906.789929,1964.156833,2936.451172,12,4,0,0,0
14-11-2015,1034.73,2015,11,5,901.6492,2002.556,1694.564,1510.582,1381.164,2235.124457,2969.599157,1925.89894,2530.742152,14,4,1,0,0
15-11-2015,1780.822,2015,11,6,1034.73,7836.978,1302.454,2813.812,58.53,2140.862457,2935.609729,1914.35114,2566.270934,15,4,1,0,0
16-11-2015,1355.9285,2015,11,0,1780.822,901.6492,333.576,5362.026,2212.182,2209.200743,2861.824729,1971.760873,2546.516855,16,4,0,0,0
17-11-2015,11544.274,2015,11,1,1355.9285,1034.73,1574.094,4637.816,4525.484,2355.2511,2575.674907,1943.21909,2448.444369,17,4,0,0,0
18-11-2015,3406.855,2015,11,2,11544.274,1780.822,2002.556,2126.37,206.724,3779.562529,3068.993336,2177.178757,4195.167321,18,4,0,0,0
19-11-2015,7226.086,2015,11,3,3406.855,1355.9285,7836.978,2784.163,194.322,3980.176671,3160.45655,2283.84979,4129.08403,19,4,0,0,0
20-11-2015,907.56,2015,11,4,7226.086,11544.274,901.6492,6693.748,136.068,3892.906386,3477.736764,2518.241923,4039.465883,20,4,0,0,0
21-11-2015,1249.622,2015,11,5,907.56,3406.855,1034.73,1694.564,3134.916,3893.750786,3064.437621,2543.958323,4038.736936,21,4,1,0,0
22-11-2015,1103.298,2015,11,6,1249.622,7226.086,1780.822,1302.454,641.104,3924.449643,3032.65605,2481.11519,4014.124987,22,4,1,0,0
23-11-2015,1363.28,2015,11,0,1103.298,907.56,1355.9285,333.576,1501.104,3827.6605,3018.430621,2496.521657,4082.02108,23,4,0,0,0
24-11-2015,5572.864,2015,11,1,1363.28,1249.622,11544.274,1574.094,1356.602,3828.710714,3091.980907,2491.927523,4081.280049,24,4,0,0,0
25-11-2015,4415.695,2015,11,2,5572.864,1103.298,3406.855,2002.556,223.808,2975.652143,3377.607336,2632.46959,2528.48019,25,4,0,0,0
26-11-2015,1705.99,2015,11,3,4415.695,1363.28,7226.086,7836.978,56.49,3119.772143,3549.974407,2772.199157,2585.268069,26,4,0,0,0
27-11-2015,203.66,2015,11,4,1705.99,5572.864,907.56,901.6492,103.882,2331.187,3112.046693,2827.18249,1865.724466,27,4,0,0,0
28-11-2015,2280.83,2015,11,5,203.66,4415.695,1249.622,1034.73,447.88,2230.629857,3062.190321,2830.508423,1971.228121,28,4,1,0,0
29-11-2015,649.044,2015,11,6,2280.83,1705.99,1103.298,1780.822,22.32,2377.945286,3151.197464,2891.606757,1923.654189,29,4,1,0,0
30-11-2015,219.154,2015,11,0,649.044,203.66,1363.28,1355.9285,1510.582,2313.051857,3070.356179,2912.497557,1980.638301,30,4,0,0,1
01-12-2015,5624.39,2015,12,1,219.154,2280.83,5572.864,11544.274,2813.812,2149.605286,2989.158,2869.449957,2114.74611,1,4,0,1,0
02-12-2015,1771.808,2015,12,2,5624.39,649.044,4415.695,3406.855,5362.026,2156.966143,2566.309143,2963.13589,2128.691146,2,4,0,0,0
03-12-2015,505.88,2015,12,3,1771.808,219.154,1705.99,7226.086,4637.816,1779.268,2449.520071,2843.461957,1881.305199,3,4,0,0,0
04-12-2015,129.98,2015,12,4,505.88,5624.39,203.66,907.56,2126.37,1607.823714,1969.505357,2705.730757,1942.775113,4,4,0,0,0
05-12-2015,2963.642,2015,12,5,129.98,1771.808,2280.83,1249.622,2784.163,1597.298,1913.963929,2639.184423,1951.829125,5,4,1,0,0
06-12-2015,1970.978,2015,12,6,2963.642,505.88,649.044,1103.298,6693.748,1694.842571,2036.393929,2645.167057,2007.938285,6,4,1,0,0
07-12-2015,548.4,2015,12,0,1970.978,129.98,219.154,1363.28,1694.564,1883.690286,2098.371071,2487.74139,1954.64442,7,4,0,0,0
08-12-2015,1095.12,2015,12,1,548.4,2963.642,5624.39,5572.864,1302.454,1930.725429,2040.165357,2449.535923,1911.397474,8,4,0,0,0
09-12-2015,1522.652,2015,12,2,1095.12,1970.978,1771.808,4415.695,333.576,1283.686857,1720.3265,2442.62479,1003.751952,9,4,0,0,0
10-12-2015,573.336,2015,12,3,1522.652,548.4,505.88,1705.99,1574.094,1248.093143,1513.680571,2482.260657,987.8496504,10,4,0,0,0
12-12-2015,4938.4045,2015,12,5,573.336,1095.12,129.98,203.66,2002.556,1257.729714,1432.776714,2448.902057,979.6979465,12,4,1,0,0
13-12-2015,293.152,2015,12,6,4938.4045,1522.652,2963.642,2280.83,7836.978,1944.6475,1770.97275,2546.763673,1566.918608,13,4,1,0,0
14-12-2015,7641.658,2015,12,0,293.152,573.336,1970.978,649.044,901.6492,1563.148929,1628.99575,2295.302807,1602.17056,14,4,0,0,0
15-12-2015,1264.466,2015,12,1,7641.658,4938.4045,548.4,219.154,1034.73,2373.246071,2128.468179,2519.969767,2816.31702,15,4,0,0,0
16-12-2015,4065.595,2015,12,2,1264.466,293.152,1095.12,5624.39,1780.822,2475.541214,2203.133321,2527.627633,2751.240003,16,4,0,0,0
17-12-2015,45.534,2015,12,3,4065.595,7641.658,1522.652,1771.808,1355.9285,2899.894786,2091.790821,2603.786733,2731.852423,17,4,0,0,0
19-12-2015,3436.76,2015,12,5,45.534,1264.466,573.336,505.88,11544.274,2688.877929,1968.485536,2560.106917,2907.375305,19,4,1,0,0
20-12-2015,6962.44,2015,12,6,3436.76,4065.595,4938.4045,129.98,3406.855,3097.9385,2177.834107,2289.85645,2757.700825,20,4,1,0,0
21-12-2015,1933.44,2015,12,0,6962.44,45.534,293.152,2963.642,7226.086,3387.086429,2665.866964,2408.37595,3071.136981,21,4,0,0,0
22-12-2015,798.968,2015,12,1,1933.44,3436.76,7641.658,1970.978,907.56,3621.413286,2592.281107,2231.954417,2850.368055,22,4,0,0,0
23-12-2015,942.108,2015,12,2,798.968,6962.44,1264.466,548.4,1249.622,2643.886143,2508.566107,2228.334683,2375.657906,23,4,0,0,0
24-12-2015,1950.202,2015,12,3,942.108,1933.44,4065.595,1095.12,1103.298,2597.835,2536.688107,2218.084217,2409.733971,24,4,0,0,0
26-12-2015,2041.414,2015,12,5,1950.202,798.968,45.534,1522.652,1363.28,2295.636,2597.765393,2246.31435,2326.182363,26,4,1,0,0
27-12-2015,2966.388,2015,12,6,2041.414,942.108,3436.76,573.336,5572.864,2580.761714,2634.819821,2268.918817,2117.36233,27,4,1,0,0
28-12-2015,2682.326,2015,12,0,2966.388,1950.202,6962.44,4938.4045,4415.695,2513.565714,2805.752107,2182.036283,2092.992549,28,4,0,0,0
29-12-2015,2072.096,2015,12,1,2682.326,2041.414,1933.44,293.152,1705.99,1902.120857,2644.603643,2124.257317,806.4997203,29,4,0,0,0
30-12-2015,2172.651,2015,12,2,2072.096,2966.388,798.968,7641.658,203.66,1921.928857,2771.671071,2136.46085,809.095684,30,4,0,0,0
31-12-2015,5253.27,2015,12,3,2172.651,2682.326,942.108,1264.466,2280.83,2118.169286,2381.027714,2202.093883,640.3206646,31,4,0,0,1
02-01-2016,1932.096,2016,1,5,5253.27,2072.096,1950.202,4065.595,649.044,2734.049571,2665.942286,2301.175217,1172.64942,2,1,1,0,0
03-01-2016,1768.2216,2016,1,6,1932.096,2172.651,2041.414,45.534,219.154,2731.463,2513.5495,2343.943617,1174.684756,3,1,1,0,0
04-01-2016,264.46,2016,1,0,1768.2216,5253.27,2966.388,3436.76,5624.39,2692.435514,2636.598614,2395.579203,1205.564185,4,1,0,0,0
05-01-2016,295.272,2016,1,1,264.46,1932.096,2682.326,6962.44,1771.808,2306.4458,2410.005757,2216.91487,1499.856034,5,1,0,0,0
06-01-2016,31.538,2016,1,2,295.272,1768.2216,2072.096,1933.44,505.88,1965.438086,1933.779471,2167.697003,1662.675506,6,1,0,0,0
09-01-2016,364.07,2016,1,5,31.538,264.46,2172.651,798.968,129.98,1673.9298,1797.929329,2151.885603,1812.948478,9,1,1,0,0
10-01-2016,1018.104,2016,1,6,364.07,295.272,5253.27,942.108,2963.642,1415.561086,1766.865186,2159.688603,1858.333582,10,1,1,0,0
12-01-2016,747.496,2016,1,1,1018.104,31.538,1932.096,1950.202,1970.978,810.5373714,1772.293471,2094.837337,773.305543,12,1,0,0,0
13-01-2016,622.278,2016,1,2,747.496,364.07,1768.2216,2041.414,548.4,641.3088,1686.3859,2054.054603,596.3250049,13,1,0,0,0
17-01-2016,350.384,2016,1,6,622.278,1018.104,264.46,2966.388,1095.12,477.6025714,1585.019043,2056.517203,335.770923,17,1,1,0,0
19-01-2016,301.742,2016,1,1,350.384,747.496,295.272,2682.326,1522.652,489.8774286,1398.161614,2031.69267,328.1647911,19,1,0,0,0
23-01-2016,43.66,2016,1,5,301.742,622.278,31.538,2072.096,573.336,490.8017143,1228.1199,1990.99567,327.5338322,23,1,1,0,0
24-01-2016,13.12,2016,1,6,43.66,350.384,364.07,2172.651,4938.4045,492.5334286,1083.231614,1973.339803,324.7209132,24,1,1,0,0
26-01-2016,182.72,2016,1,1,13.12,301.742,1018.104,5253.27,293.152,442.3977143,928.9794,1809.163653,371.5735196,26,1,0,0,0
27-01-2016,3573.252,2016,1,2,182.72,43.66,747.496,1932.096,7641.658,323.0571429,566.7972571,1805.482587,278.2986606,27,1,0,0,0
28-01-2016,4297.644,2016,1,3,3573.252,13.12,622.278,1768.2216,1264.466,726.7365714,684.0226857,1669.869053,1271.981366,28,1,0,0,0
30-01-2016,2161.64,2016,1,5,4297.644,182.72,350.384,264.46,4065.595,1251.788857,864.6957143,1770.974987,1849.24888,30,1,1,0,0
31-01-2016,99.26,2016,1,6,2161.64,3573.252,301.742,295.272,45.534,1510.539714,1000.208571,1707.50982,1828.70459,31,1,1,0,1
03-02-2016,492.836,2016,2,2,99.26,4297.644,43.66,31.538,3436.76,1481.613714,986.2077143,1709.300687,1852.458924,3,1,0,0,0
06-02-2016,2432.544,2016,2,5,492.836,2161.64,13.12,364.07,6962.44,1545.781714,1019.157571,1611.169887,1801.424073,6,1,1,0,0
07-02-2016,324.11,2016,2,6,2432.544,99.26,182.72,1018.104,1933.44,1891.413714,1166.905714,1460.173353,1686.803545,7,1,1,0,0
08-02-2016,129.092,2016,2,0,324.11,492.836,3573.252,747.496,798.968,1911.612286,1117.334714,1406.52902,1663.619951,8,1,0,0,0
09-02-2016,785.552,2016,2,1,129.092,2432.544,4297.644,622.278,942.108,1419.589429,1073.163,1384.19982,1598.307159,9,1,0,0,0
10-02-2016,77.24,2016,2,2,785.552,324.11,2161.64,350.384,1950.202,917.862,1084.825429,1378.981287,973.3282331,10,1,0,0,0
14-02-2016,1079.962,2016,2,6,77.24,129.092,99.26,301.742,2041.414,620.0905714,1065.315143,1316.54922,838.96702,14,1,1,0,0
15-02-2016,1602.38,2016,2,0,1079.962,785.552,492.836,43.66,2966.388,760.1908571,1120.902286,1284.50082,819.1473799,15,1,0,0,0
16-02-2016,160.43,2016,2,1,1602.38,77.24,2432.544,13.12,2682.326,918.6971429,1232.239429,1239.033887,864.8650005,16,1,0,0,0
18-02-2016,105.844,2016,2,3,160.43,1079.962,324.11,182.72,2072.096,594.1094286,1242.761571,1154.970687,582.1920184,18,1,0,0,0
20-02-2016,316.78,2016,2,5,105.844,1602.38,129.092,3573.252,2172.651,562.9285714,1237.270429,1089.428953,604.480906,20,1,1,0,0
21-02-2016,2591.1,2016,2,6,316.78,160.43,785.552,4297.644,5253.27,589.7411429,1004.665286,1027.566587,585.9074934,21,1,1,0,0
22-02-2016,79.36,2016,2,0,2591.1,105.844,77.24,2161.64,1932.096,847.6765714,882.7692857,938.8275867,962.7310226,22,1,0,0,0
23-02-2016,37.776,2016,2,1,79.36,316.78,1079.962,99.26,1768.2216,847.9794286,734.035,877.06972,962.4485555,23,1,0,0,0
25-02-2016,25.87,2016,2,3,37.776,2591.1,1602.38,492.836,264.46,699.0957143,729.6432857,819.3882,1000.440944,25,1,0,0,0
27-02-2016,1159.271,2016,2,5,25.87,79.36,160.43,2432.544,295.272,473.88,696.2885714,811.4352,938.7534312,27,1,1,0,0
28-02-2016,551.264,2016,2,6,1159.271,37.776,105.844,324.11,31.538,616.5715714,605.3405,840.2351667,958.8649328,28,1,1,0,0
01-03-2016,1642.1744,2016,3,1,551.264,25.87,316.78,129.092,364.07,680.203,621.5657857,857.5593667,933.7747294,1,1,0,1,0
02-03-2016,899.57,2016,3,2,1642.1744,1159.271,2591.1,785.552,1018.104,869.5450571,729.6431,900.1628467,980.9834578,2,1,0,0,0
05-03-2016,1969.267,2016,3,5,899.57,551.264,79.36,77.24,747.496,627.8979143,737.7872429,896.2117133,632.7674601,5,1,1,0,0
06-03-2016,1555.244,2016,3,6,1969.267,1642.1744,37.776,1079.962,622.278,897.8846286,872.9320286,936.9374133,751.719734,6,1,1,0,0
07-03-2016,807.54,2016,3,0,1555.244,899.57,25.87,1602.38,350.384,1114.665771,906.8807429,968.03628,677.4795684,7,1,0,0,0
08-03-2016,2563.296,2016,3,1,807.54,1969.267,1159.271,160.43,301.742,1226.332914,850.1064571,983.2748133,512.4182123,8,1,0,0,0
09-03-2016,478.008,2016,3,2,2563.296,1555.244,551.264,105.844,43.66,1426.907914,1021.739743,1058.659947,716.0999958,9,1,0,0,0
10-03-2016,90.932,2016,3,3,478.008,807.54,1642.1744,316.78,13.12,1416.442771,1048.322886,1073.138213,731.401323,10,1,0,0,0
12-03-2016,51.016,2016,3,5,90.932,2563.296,899.57,2591.1,182.72,1194.836714,1032.190886,1075.731947,872.9210252,12,1,1,0,0
13-03-2016,1384.856,2016,3,6,51.016,478.008,1969.267,79.36,3573.252,1073.614714,850.7563143,1071.341813,973.8434746,13,1,1,0,0
14-03-2016,707.9,2016,3,0,1384.856,90.932,1555.244,37.776,4297.644,990.1274286,944.0060286,998.39528,907.0202047,14,1,0,0,0
15-03-2016,16.776,2016,3,1,707.9,51.016,807.54,25.87,2161.64,869.0782857,991.8720286,878.7371467,875.0084979,15,1,0,0,0
16-03-2016,7230.21,2016,3,2,16.776,1384.856,2563.296,1159.271,99.26,756.112,991.2224571,807.24168,933.3757534,16,1,0,0,0
17-03-2016,48.84,2016,3,3,7230.21,707.9,478.008,551.264,492.836,1422.814,1424.860957,1044.940013,2606.521686,17,1,0,0,0
19-03-2016,5203.89,2016,3,5,48.84,16.776,90.932,1642.1744,2432.544,1361.504286,1388.973529,1030.140147,2637.314474,19,1,1,0,0
20-03-2016,102.52,2016,3,6,5203.89,7230.21,51.016,899.57,324.11,2091.926857,1643.381786,1122.518347,2919.689479,20,1,1,0,0
21-03-2016,1270.379,2016,3,0,102.52,48.84,1384.856,1969.267,129.092,2099.284571,1586.449643,1115.132013,2913.747972,21,1,0,0,0
22-03-2016,2481.424,2016,3,1,1270.379,5203.89,707.9,1555.244,785.552,2082.930714,1536.529071,1153.174913,2918.743097,22,1,0,0,0
23-03-2016,633.302,2016,3,2,2481.424,102.52,16.776,807.54,77.24,2336.291286,1602.684786,1209.70398,2855.786931,23,1,0,0,0
24-03-2016,412.95,2016,3,3,633.302,1270.379,7230.21,2563.296,1079.962,2424.366429,1590.239214,1228.23938,2780.852229,24,1,0,0,0
26-03-2016,131.16,2016,3,5,412.95,2481.424,48.84,478.008,1602.38,1450.472143,1436.643071,1206.005647,1857.830624,26,1,1,0,0
27-03-2016,83.7,2016,3,6,131.16,633.302,5203.89,90.932,160.43,1462.232143,1411.868214,1156.96498,1847.71262,27,1,1,0,0
28-03-2016,243.344,2016,3,0,83.7,412.95,102.52,51.016,105.844,730.7764286,1411.351643,1154.407313,879.3375028,28,1,0,0,0
29-03-2016,1559.08,2016,3,1,243.344,131.16,1270.379,1384.856,316.78,750.8941429,1425.089357,1158.990647,864.0464724,29,1,0,0,0
30-03-2016,571.224,2016,3,2,1559.08,83.7,2481.424,707.9,2591.1,792.1371429,1437.533929,1200.400647,899.1524533,30,1,0,0,0
31-03-2016,200.716,2016,3,3,571.224,243.344,633.302,16.776,79.36,519.2514286,1427.771357,1133.071447,504.0993695,31,1,0,0,1
02-04-2016,299.22,2016,4,5,200.716,1559.08,412.95,7230.21,37.776,457.4534286,1440.909929,1137.116647,514.2018706,2,2,1,0,0
04-04-2016,1484.598,2016,4,0,299.22,571.224,131.16,48.84,25.87,441.2062857,945.8392143,1145.831447,517.6277391,4,2,0,0,0
05-04-2016,2974.058,2016,4,1,1484.598,200.716,83.7,5203.89,1159.271,634.5545714,1048.393357,1194.455713,624.2974065,5,2,0,0,0
06-04-2016,140.004,2016,4,2,2974.058,299.22,243.344,102.52,551.264,1047.462857,889.1196429,1254.948613,1025.903364,6,2,0,0,0
07-04-2016,907.436,2016,4,3,140.004,1484.598,1559.08,1270.379,1642.1744,1032.7,891.7970714,1241.239947,1040.049288,7,2,0,0,0
09-04-2016,757.992,2016,4,5,907.436,2974.058,571.224,2481.424,899.57,939.608,865.8725714,1216.748667,1013.917111,9,2,1,0,0
10-04-2016,169.542,2016,4,6,757.992,140.004,200.716,633.302,1969.267,966.2891429,742.7702857,1212.0294,1005.025859,10,2,1,0,0
11-04-2016,1328.346,2016,4,0,169.542,907.436,299.22,412.95,1555.244,961.8357143,709.6445714,1152.038567,1009.044664,11,2,0,0,0
13-04-2016,3192.678,2016,4,2,1328.346,757.992,1484.598,131.16,807.54,1108.853714,775.03,1144.4753,970.6524406,13,2,0,0,0
14-04-2016,35.208,2016,4,3,3192.678,169.542,2974.058,83.7,2563.296,1352.865143,993.7098571,1223.9799,1254.1495,14,2,0,0,0
16-04-2016,4161.972,2016,4,5,35.208,1328.346,140.004,243.344,478.008,933.0294286,990.2461429,1139.7103,1103.89203,16,2,1,0,0
17-04-2016,2745.106,2016,4,6,4161.972,3192.678,907.436,1559.08,90.932,1507.596286,1270.148143,1262.5091,1570.443513,17,2,1,0,0
18-04-2016,2006.96,2016,4,0,2745.106,35.208,757.992,571.224,51.016,1770.120571,1354.864286,1350.981567,1606.578242,18,2,0,0,0
19-04-2016,329.96,2016,4,1,2006.96,4161.972,169.542,200.716,1384.856,1948.544571,1457.416857,1416.1797,1543.556753,19,2,0,0,0
20-04-2016,1194.726,2016,4,2,329.96,2745.106,1328.346,299.22,707.9,1971.461429,1466.648571,1381.0165,1513.643192,20,2,0,0,0
21-04-2016,893.09,2016,4,3,1194.726,2006.96,3192.678,1484.598,16.776,1952.372857,1530.613286,1397.244033,1523.912954,21,2,0,0,0
22-04-2016,152.916,2016,4,4,893.09,329.96,35.208,2974.058,7230.21,1623.860286,1488.362714,1426.4545,1458.432029,22,2,0,0,0
24-04-2016,25.99,2016,4,6,152.916,1194.726,4161.972,140.004,48.84,1640.675714,1286.852571,1190.5447,1437.59206,24,2,1,0,0
25-04-2016,920.946,2016,4,0,25.99,893.09,2745.106,907.436,5203.89,1049.821143,1278.708714,1189.783033,1017.065773,25,2,0,0,0
26-04-2016,2090.1055,2016,4,1,920.946,152.916,2006.96,757.992,102.52,789.2268571,1279.673714,1047.018233,692.0728647,26,2,0,0,0
27-04-2016,2719.59,2016,4,2,2090.1055,25.99,329.96,169.542,1270.379,801.1047857,1374.824679,1113.271083,716.7301608,27,2,0,0,0
28-04-2016,4044.362,2016,4,3,2719.59,920.946,1194.726,1328.346,2481.424,1142.4805,1556.970964,1161.578117,976.8196012,28,2,0,0,0
29-04-2016,7.968,2016,4,4,4044.362,2090.1055,893.09,3192.678,633.302,1549.571357,1750.972107,1213.67605,1471.007879,29,2,0,0,0
30-04-2016,1571.695,2016,4,5,7.968,2719.59,152.916,35.208,412.95,1423.125357,1523.492821,1192.831583,1571.455699,30,2,1,0,1
01-05-2016,450.94,2016,5,6,1571.695,4044.362,25.99,4161.972,131.16,1625.808071,1633.241893,1231.456417,1468.441194,1,2,1,1,0
02-05-2016,167.232,2016,5,0,450.94,7.968,920.946,2745.106,83.7,1686.515214,1368.168179,1242.11575,1398.392938,2,2,0,0,0
03-05-2016,2198.76,2016,5,1,167.232,1571.695,2090.1055,2006.96,243.344,1578.841786,1184.034321,1244.90015,1492.982873,3,2,0,0,0
04-05-2016,1121.362,2016,5,2,2198.76,450.94,2719.59,329.96,1559.08,1594.363857,1197.734321,1310.080683,1499.733788,4,2,0,0,0
07-05-2016,305.622,2016,5,5,1121.362,167.232,4044.362,1194.726,571.224,1366.045571,1254.263036,1295.490083,1419.383717,7,2,1,0,0
08-05-2016,3981.968,2016,5,6,305.622,2198.76,7.968,893.09,200.716,831.9398571,1190.755607,1286.636683,820.7859735,8,2,1,0,0
09-05-2016,48.81,2016,5,0,3981.968,1121.362,1571.695,152.916,299.22,1399.654143,1411.38975,1412.678417,1355.838535,9,2,0,0,0
10-05-2016,154.442,2016,5,1,48.81,305.622,450.94,25.99,1484.598,1182.099143,1403.953607,1404.331417,1443.009551,10,2,0,0,0
11-05-2016,191.968,2016,5,2,154.442,3981.968,167.232,920.946,2974.058,1139.742286,1413.12875,1359.992883,1472.106551,11,2,0,0,0
12-05-2016,1060.35,2016,5,3,191.968,48.81,2198.76,2090.1055,140.004,1143.276,1361.058893,1267.25655,1469.410234,12,2,0,0,0
13-05-2016,238.384,2016,5,4,1060.35,154.442,1121.362,2719.59,907.436,980.646,1287.504929,1297.93475,1394.19566,13,2,0,0,0
14-05-2016,3141.1995,2016,5,5,238.384,191.968,305.622,4044.362,757.992,854.5062857,1110.275929,1275.633017,1419.064394,14,2,1,0,0
15-05-2016,69.908,2016,5,6,3141.1995,1060.35,3981.968,7.968,169.542,1259.588786,1045.764321,1355.073267,1625.910596,15,2,1,0,0
16-05-2016,255.968,2016,5,0,69.908,238.384,48.81,1571.695,1328.346,700.7230714,1050.188607,1351.752133,1131.310979,16,2,0,0,0
